aoi_group_id,aoi_name,shape_id,reference_id,shape_type,x_min,y_min,x_max,y_max,center_x,center_y,radius,participant,trial_id,condition,phase,time_start,time_end,time_start_event,time_end_event,priority,enabled,rel_start_ms,rel_end_ms,ue_time_start_sec,ue_time_end_sec,viewport_width,viewport_height,source_component,projection_valid,is_clamped,time_mode,session_start_world_sec,session_rel_start_ms,session_rel_end_ms,recording_active,recording_start_world_sec,recording_start_unix_ms,recording_file,video_time_start_ms,video_time_end_ms,time_ms,unix_start_ms,unix_end_ms,bjt_start,bjt_end,loading_start_world_sec,experiment_code,aoi_scope,target_content_index,target_display_index,slot_permutation
"exp2_table_objects","实验二桌面四模型总体区域","Exp2_002_exp2_table_objects_0021","video_relative_to_recording_start",rectangle,0,284,1919,1045,,,,"A017_2","Exp2_002","E1_SPATIAL_PROGRESSIVE",loading,,,,,1,TRUE,500.000,550.000,354.171143,354.221130,1920,1046,"ObjectSlot1-4",1,1,"video_relative_to_screen_recording_start",36.078785,318092.344,318142.344,1,36.078785,"1781266396475","../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A017_2_20260612_201316_screen.mkv",318092.344,318142.344,318117.344,"1781266714566","1781266714616","2026-06-12T20:18:34.566+08:00","2026-06-12T20:18:34.616+08:00",353.671143,EXP2,"exp2_table",3,2,"1:4|2:3|3:1|4:2"
"exp2_target_object","实验二当前目标模型_脖子","Exp2_002_exp2_target_object_0022","video_relative_to_recording_start",rectangle,337,319,827,844,,,,"A017_2","Exp2_002","E1_SPATIAL_PROGRESSIVE",loading,,,,,1,TRUE,500.000,550.000,354.171143,354.221130,1920,1046,"ObjectSlot2",1,0,"video_relative_to_screen_recording_start",36.078785,318092.344,318142.344,1,36.078785,"1781266396475","../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A017_2_20260612_201316_screen.mkv",318092.344,318142.344,318117.344,"1781266714566","1781266714616","2026-06-12T20:18:34.566+08:00","2026-06-12T20:18:34.616+08:00",353.671143,EXP2,"exp2_target",3,2,"1:4|2:3|3:1|4:2"
"exp2_table_objects","实验二桌面四模型总体区域","Exp2_002_exp2_table_objects_0023","video_relative_to_recording_start",rectangle,0,282,1919,1045,,,,"A017_2","Exp2_002","E1_SPATIAL_PROGRESSIVE",loading,,,,,1,TRUE,550.000,600.000,354.221130,354.271149,1920,1046,"ObjectSlot1-4",1,1,"video_relative_to_screen_recording_start",36.078785,318142.344,318192.344,1,36.078785,"1781266396475","../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A017_2_20260612_201316_screen.mkv",318142.344,318192.344,318167.344,"1781266714616","1781266714666","2026-06-12T20:18:34.616+08:00","2026-06-12T20:18:34.666+08:00",353.671143,EXP2,"exp2_table",3,2,"1:4|2:3|3:1|4:2"
"exp2_target_object","实验二当前目标模型_脖子","Exp2_002_exp2_target_object_0024","video_relative_to_recording_start",rectangle,339,318,829,843,,,,"A017_2","Exp2_002","E1_SPATIAL_PROGRESSIVE",loading,,,,,1,TRUE,550.000,600.000,354.221130,354.271149,1920,1046,"ObjectSlot2",1,0,"video_relative_to_screen_recording_start",36.078785,318142.344,318192.344,1,36.078785,"1781266396475","../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A017_2_20260612_201316_screen.mkv",318142.344,318192.344,318167.344,"1781266714616","1781266714666","2026-06-12T20:18:34.616+08:00","2026-06-12T20:18:34.666+08:00",353.671143,EXP2,"exp2_target",3,2,"1:4|2:3|3:1|4:2"
"exp2_table_objects","实验二桌面四模型总体区域","Exp2_002_exp2_table_objects_0025","video_relative_to_recording_start",rectangle,0,279,1919,1045,,,,"A017_2","Exp2_002","E1_SPATIAL_PROGRESSIVE",loading,,,,,1,TRUE,600.000,650.000,354.271149,354.321136,1920,1046,"ObjectSlot1-4",1,1,"video_relative_to_screen_recording_start",36.078785,318192.344,318242.344,1,36.078785,"1781266396475","../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A017_2_20260612_201316_screen.mkv",318192.344,318242.344,318217.344,"1781266714666","1781266714716","2026-06-12T20:18:34.666+08:00","2026-06-12T20:18:34.716+08:00",353.671143,EXP2,"exp2_table",3,2,"1:4|2:3|3:1|4:2"
"exp2_target_object","实验二当前目标模型_脖子","Exp2_002_exp2_target_object_0026","video_relative_to_recording_start",rectangle,347,315,835,840,,,,"A017_2","Exp2_002","E1_SPATIAL_PROGRESSIVE",loading,,,,,1,TRUE,600.000,650.000,354.271149,354.321136,1920,1046,"ObjectSlot2",1,0,"video_relative_to_screen_recording_start",36.078785,318192.344,318242.344,1,36.078785,"1781266396475","../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A017_2_20260612_201316_screen.mkv",318192.344,318242.344,318217.344,"1781266714666","1781266714716","2026-06-12T20:18:34.666+08:00","2026-06-12T20:18:34.716+08:00",353.671143,EXP2,"exp2_target",3,2,"1:4|2:3|3:1|4:2"
"exp2_table_objects","实验二桌面四模型总体区域","Exp2_002_exp2_table_objects_0027","video_relative_to_recording_start",rectangle,0,275,1919,1045,,,,"A017_2","Exp2_002","E1_SPATIAL_PROGRESSIVE",loading,,,,,1,TRUE,650.000,700.000,354.321136,354.371155,1920,1046,"ObjectSlot1-4",1,1,"video_relative_to_screen_recording_start",36.078785,318242.344,318292.344,1,36.078785,"1781266396475","../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A017_2_20260612_201316_screen.mkv",318242.344,318292.344,318267.344,"1781266714716","1781266714766","2026-06-12T20:18:34.716+08:00","2026-06-12T20:18:34.766+08:00",353.671143,EXP2,"exp2_table",3,2,"1:4|2:3|3:1|4:2"
"exp2_target_object","实验二当前目标模型_脖子","Exp2_002_exp2_target_object_0028","video_relative_to_recording_start",rectangle,358,312,844,836,,,,"A017_2","Exp2_002","E1_SPATIAL_PROGRESSIVE",loading,,,,,1,TRUE,650.000,700.000,354.321136,354.371155,1920,1046,"ObjectSlot2",1,0,"video_relative_to_screen_recording_start",36.078785,318242.344,318292.344,1,36.078785,"1781266396475","../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A017_2_20260612_201316_screen.mkv",318242.344,318292.344,318267.344,"1781266714716","1781266714766","2026-06-12T20:18:34.716+08:00","2026-06-12T20:18:34.766+08:00",353.671143,EXP2,"exp2_target",3,2,"1:4|2:3|3:1|4:2"
"exp2_table_objects","实验二桌面四模型总体区域","Exp2_002_exp2_table_objects_0029","video_relative_to_recording_start",rectangle,0,270,1919,1045,,,,"A017_2","Exp2_002","E1_SPATIAL_PROGRESSIVE",loading,,,,,1,TRUE,700.000,750.000,354.371155,354.421143,1920,1046,"ObjectSlot1-4",1,1,"video_relative_to_screen_recording_start",36.078785,318292.344,318342.344,1,36.078785,"1781266396475","../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A017_2_20260612_201316_screen.mkv",318292.344,318342.344,318317.344,"1781266714766","1781266714816","2026-06-12T20:18:34.766+08:00","2026-06-12T20:18:34.816+08:00",353.671143,EXP2,"exp2_table",3,2,"1:4|2:3|3:1|4:2"
"exp2_target_object","实验二当前目标模型_脖子","Exp2_002_exp2_target_object_0030","video_relative_to_recording_start",rectangle,389,311,868,833,,,,"A017_2","Exp2_002","E1_SPATIAL_PROGRESSIVE",loading,,,,,1,TRUE,700.000,750.000,354.371155,354.421143,1920,1046,"ObjectSlot2",1,0,"video_relative_to_screen_recording_start",36.078785,318292.344,318342.344,1,36.078785,"1781266396475","../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A017_2_20260612_201316_screen.mkv",318292.344,318342.344,318317.344,"1781266714766","1781266714816","2026-06-12T20:18:34.766+08:00","2026-06-12T20:18:34.816+08:00",353.671143,EXP2,"exp2_target",3,2,"1:4|2:3|3:1|4:2"
