Type,Source,Destination,Success,Note
participant_csv,../../../../../../Project/UE5/Gallery/Saved/ExperimentData/A020_exp01_InspectQuestionResults.csv,../../../../../../Project/UE5/Gallery/Saved/ExperimentData/Participants/A020/CSV/A020_exp01_InspectQuestionResults.csv,1,copied
participant_csv,../../../../../../Project/UE5/Gallery/Saved/ExperimentData/A020_exp02_Experiment2Results.csv,../../../../../../Project/UE5/Gallery/Saved/ExperimentData/Participants/A020/CSV/A020_exp02_Experiment2Results.csv,1,copied
experiment_end_csv_filtered,../../../../../../Project/UE5/Gallery/Saved/ExperimentData/ExperimentEndEvents.csv,../../../../../../Project/UE5/Gallery/Saved/ExperimentData/Participants/A020/CSV/A020_ExperimentEndEvent.csv,1,filtered_rows_1
dynamic_aoi,../../../../../../Project/UE5/Gallery/Saved/EyeTrackingAOI/A020_DynamicAOI.csv,../../../../../../Project/UE5/Gallery/Saved/ExperimentData/Participants/A020/AOI/A020_DynamicAOI.csv,1,copied
formal_edf,../../../../../../Project/UE5/Gallery/Saved/ExperimentData/EDF/FM112438.EDF,../../../../../../Project/UE5/Gallery/Saved/ExperimentData/Participants/A020/EDF/FM112438.EDF,1,copied
latest_edf_fallback,../../../../../../Project/UE5/Gallery/Saved/ExperimentData/EDF/FM112438.EDF,../../../../../../Project/UE5/Gallery/Saved/ExperimentData/Participants/A020/EDF/FM112438.EDF,1,copied
latest_eyelink_marker_log,../../../../../../Project/UE5/Gallery/Saved/ExperimentLogs/EyeLinkMarkers_20260615_110155_807.log,../../../../../../Project/UE5/Gallery/Saved/ExperimentData/Participants/A020/Logs/EyeLinkMarkers_20260615_110155_807.log,1,copied
screen_recording_log,../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/ScreenRecordingLog.csv,../../../../../../Project/UE5/Gallery/Saved/ExperimentData/Participants/A020/Logs/ScreenRecordingLog.csv,1,copied
screen_recording,../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A020_20260615_112658_screen.mkv,../../../../../../Project/UE5/Gallery/Saved/ExperimentData/Participants/A020/ScreenRecordings/A020_20260615_112658_screen.mkv,1,copied
latest_screen_recording_fallback,../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A020_20260615_112658_screen.mkv,../../../../../../Project/UE5/Gallery/Saved/ExperimentData/Participants/A020/ScreenRecordings/A020_20260615_112658_screen.mkv,1,copied
