event,participant,success,unix_ms,bjt,extra
"recording_start","P001",1,1780399990276,"2026-06-02T19:33:10.276+08:00","pid=26588 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260602_193310_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 3443 -offset_y 0 -video_size 1946x1106 -i desktop -vf scale=1920:-2 -c:v libx264 -preset ultrafast -crf 34 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260602_193310_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6）"
"recording_stop","NA",0,1780400022287,"2026-06-02T19:33:42.287+08:00","was_running=0 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260602_193310_screen.mkv size_bytes=-1"
"recording_start","P001",1,1780400059734,"2026-06-02T19:34:19.734+08:00","pid=16280 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260602_193419_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 3456 -offset_y 0 -video_size 1920x1080 -i desktop -vf scale=1920:-2 -c:v libx264 -preset ultrafast -crf 34 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260602_193419_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6）"
"recording_stop","NA",1,1780400096002,"2026-06-02T19:34:56.002+08:00","was_running=1 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260602_193419_screen.mkv size_bytes=2883584"
"recording_start","P001",1,1780400580860,"2026-06-02T19:43:00.860+08:00","pid=16272 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260602_194300_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 3456 -offset_y 0 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 32 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260602_194300_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6）"
"recording_stop","NA",1,1780400637483,"2026-06-02T19:43:57.483+08:00","was_running=1 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260602_194300_screen.mkv size_bytes=6029312"
"recording_start","P001",1,1780404277404,"2026-06-02T20:44:37.404+08:00","pid=11992 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260602_204437_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 3456 -offset_y -262 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260602_204437_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6）"
"recording_stop","NA",1,1780404304838,"2026-06-02T20:45:04.838+08:00","was_running=1 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260602_204437_screen.mkv size_bytes=6029312"
"recording_start","P001",1,1780404964876,"2026-06-02T20:56:04.876+08:00","pid=28972 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260602_205604_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 3456 -offset_y -262 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260602_205604_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6）"
"recording_stop","NA",1,1780404995865,"2026-06-02T20:56:35.865+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=151 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260602_205604_screen.mkv size_bytes=7655399"
"recording_start","AOItest",1,1780738626488,"2026-06-06T17:37:06.488+08:00","pid=23188 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AOItest_20260606_173705_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 3456 -offset_y -262 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AOItest_20260606_173705_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6）"
"recording_stop","NA",1,1780738632594,"2026-06-06T17:37:12.594+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=151 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AOItest_20260606_173705_screen.mkv size_bytes=1102716"
"recording_start","aoitest",1,1780738699379,"2026-06-06T17:38:19.379+08:00","pid=29012 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/aoitest_20260606_173819_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 3456 -offset_y -262 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/aoitest_20260606_173819_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6）"
"recording_stop","NA",1,1780738729443,"2026-06-06T17:38:49.443+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=150 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/aoitest_20260606_173819_screen.mkv size_bytes=7583069"
"recording_start","AOItestV2",1,1780746612857,"2026-06-06T19:50:12.857+08:00","pid=1824 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AOItestV2_20260606_195012_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 3456 -offset_y -262 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AOItestV2_20260606_195012_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=10.469888 recording_start_unix_ms=1780746612162 recording_start_bjt=2026-06-06T19:50:12.162+08:00"
"recording_stop","NA",1,1780746645238,"2026-06-06T19:50:45.238+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=151 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AOItestV2_20260606_195012_screen.mkv size_bytes=8254006"
"recording_start","FullTrialRecordTEST",1,1780747169260,"2026-06-06T19:59:29.260+08:00","pid=23276 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/FullTrialRecordTEST_20260606_195929_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 3456 -offset_y -262 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/FullTrialRecordTEST_20260606_195929_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=18.485098 recording_start_unix_ms=1780747169247 recording_start_bjt=2026-06-06T19:59:29.247+08:00"
"recording_stop","NA",1,1780747414284,"2026-06-06T20:03:34.284+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=151 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/FullTrialRecordTEST_20260606_195929_screen.mkv size_bytes=41791518"
"recording_start","AOITESTV3",1,1780748014393,"2026-06-06T20:13:34.393+08:00","pid=11848 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AOITESTV3_20260606_201333_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 3456 -offset_y -262 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AOITESTV3_20260606_201333_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=8.774642 recording_start_unix_ms=1780748013776 recording_start_bjt=2026-06-06T20:13:33.776+08:00"
"recording_stop","NA",1,1780748038431,"2026-06-06T20:13:58.431+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=151 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AOITESTV3_20260606_201333_screen.mkv size_bytes=6071489"
"recording_start","testvid",1,1780751868400,"2026-06-06T21:17:48.400+08:00","pid=2368 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/testvid_20260606_211747_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 3456 -offset_y -262 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/testvid_20260606_211747_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=9.079912 recording_start_unix_ms=1780751867533 recording_start_bjt=2026-06-06T21:17:47.533+08:00"
"recording_stop","NA",1,1780751874021,"2026-06-06T21:17:54.021+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=152 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/testvid_20260606_211747_screen.mkv size_bytes=1788973"
"recording_start","P001",1,1780751895514,"2026-06-06T21:18:15.514+08:00","pid=25044 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260606_211815_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 3456 -offset_y -262 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260606_211815_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=2.115279 recording_start_unix_ms=1780751895507 recording_start_bjt=2026-06-06T21:18:15.507+08:00"
"recording_stop","NA",1,1780751920509,"2026-06-06T21:18:40.509+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=151 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260606_211815_screen.mkv size_bytes=7797358"
"recording_start","P001",1,1780754132877,"2026-06-06T21:55:32.877+08:00","pid=15120 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260606_215532_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 3456 -offset_y -262 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260606_215532_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=2.573870 recording_start_unix_ms=1780754132863 recording_start_bjt=2026-06-06T21:55:32.863+08:00"
"recording_stop","NA",1,1780754198540,"2026-06-06T21:56:38.540+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=201 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260606_215532_screen.mkv size_bytes=13080998"
"recording_start","AOITESTV5",1,1780756044875,"2026-06-06T22:27:24.875+08:00","pid=10728 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AOITESTV5_20260606_222723_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 3456 -offset_y -262 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AOITESTV5_20260606_222723_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=6.618235 recording_start_unix_ms=1780756043946 recording_start_bjt=2026-06-06T22:27:23.946+08:00"
"recording_stop","NA",1,1780756101309,"2026-06-06T22:28:21.309+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=202 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AOITESTV5_20260606_222723_screen.mkv size_bytes=10068637"
"recording_start","AOITESTV5",1,1780756211542,"2026-06-06T22:30:11.542+08:00","pid=39692 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AOITESTV5_20260606_223011_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 3456 -offset_y -262 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AOITESTV5_20260606_223011_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=12.249509 recording_start_unix_ms=1780756211532 recording_start_bjt=2026-06-06T22:30:11.532+08:00"
"recording_stop","NA",1,1780756331205,"2026-06-06T22:32:11.205+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=201 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AOITESTV5_20260606_223011_screen.mkv size_bytes=25626867"
"recording_start","FulltrialTest",1,1780898295930,"2026-06-08T13:58:15.930+08:00","pid=7228 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/FulltrialTest_20260608_135815_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 3456 -offset_y -262 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/FulltrialTest_20260608_135815_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=18.938980 recording_start_unix_ms=1780898295098 recording_start_bjt=2026-06-08T13:58:15.098+08:00"
"recording_stop","NA",1,1780898497705,"2026-06-08T14:01:37.705+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=151 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/FulltrialTest_20260608_135815_screen.mkv size_bytes=24624360"
"recording_start","P001",1,1781093383965,"2026-06-10T20:09:43.965+08:00","pid=27092 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260610_200943_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 0 -offset_y -1080 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260610_200943_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=5.845528 recording_start_unix_ms=1781093383356 recording_start_bjt=2026-06-10T20:09:43.356+08:00"
"recording_stop","NA",1,1781093393351,"2026-06-10T20:09:53.351+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=101 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260610_200943_screen.mkv size_bytes=2538284"
"recording_start","P001",1,1781093940641,"2026-06-10T20:19:00.641+08:00","pid=9280 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260610_201900_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 0 -offset_y 0 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260610_201900_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=2.550433 recording_start_unix_ms=1781093940132 recording_start_bjt=2026-06-10T20:19:00.132+08:00"
"recording_stop","NA",1,1781093967764,"2026-06-10T20:19:27.764+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=151 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260610_201900_screen.mkv size_bytes=5861365"
"recording_start","610FullTrialTest",1,1781099370625,"2026-06-10T21:49:30.625+08:00","pid=19288 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/610FullTrialTest_20260610_214930_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 0 -offset_y 0 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/610FullTrialTest_20260610_214930_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=385.355347 recording_start_unix_ms=1781099370071 recording_start_bjt=2026-06-10T21:49:30.071+08:00"
"recording_stop","NA",1,1781099868297,"2026-06-10T21:57:48.297+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=100 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/610FullTrialTest_20260610_214930_screen.mkv size_bytes=93125183"
"recording_start","BAOItest",1,1781172176866,"2026-06-11T18:02:56.866+08:00","pid=26852 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/BAOItest_20260611_180256_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 0 -offset_y 0 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/BAOItest_20260611_180256_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=10.966372 recording_start_unix_ms=1781172176303 recording_start_bjt=2026-06-11T18:02:56.303+08:00"
"recording_stop","NA",1,1781172201115,"2026-06-11T18:03:21.115+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=152 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/BAOItest_20260611_180256_screen.mkv size_bytes=573857"
"recording_start","BAOIV2",1,1781172394545,"2026-06-11T18:06:34.545+08:00","pid=35488 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/BAOIV2_20260611_180634_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 3456 -offset_y -262 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/BAOIV2_20260611_180634_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=11.575227 recording_start_unix_ms=1781172394535 recording_start_bjt=2026-06-11T18:06:34.535+08:00"
"recording_stop","NA",1,1781172415118,"2026-06-11T18:06:55.118+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=202 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/BAOIV2_20260611_180634_screen.mkv size_bytes=5789537"
"recording_start","BAOItestV3",1,1781172630144,"2026-06-11T18:10:30.144+08:00","pid=28740 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/BAOItestV3_20260611_181030_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 3456 -offset_y -262 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/BAOItestV3_20260611_181030_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=13.362742 recording_start_unix_ms=1781172630131 recording_start_bjt=2026-06-11T18:10:30.131+08:00"
"recording_stop","NA",1,1781172649831,"2026-06-11T18:10:49.831+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=151 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/BAOItestV3_20260611_181030_screen.mkv size_bytes=5111146"
"recording_start","BAOIV4",1,1781173671103,"2026-06-11T18:27:51.103+08:00","pid=20416 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/BAOIV4_20260611_182750_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 3456 -offset_y -262 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/BAOIV4_20260611_182750_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=13.385123 recording_start_unix_ms=1781173670527 recording_start_bjt=2026-06-11T18:27:50.527+08:00"
"recording_stop","NA",1,1781173690204,"2026-06-11T18:28:10.204+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=100 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/BAOIV4_20260611_182750_screen.mkv size_bytes=4883644"
